"Data Source","World Bank","",""
"Last Updated Date","","",""
"","","",""
"","","",""
Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Congo, Rep.",COG,8699.52683870615,8658.16145286005,8636.63719209923,8302.69726834941,7617.60750274811,7701.32468533336,7812.04779971641,7599.04815388587,7711.6321257605,7312.32665071621,7570.58279297342,7567.43916817104,7729.3889014189,7577.45630456352,7577.44597274153,7876.11806658285,8192.57979719023,7375.82454100145,7587.28826163492,8138.45033818822,8583.66179834288,8492.42098392103,9079.68656400891,8798.49382506314,9159.25664414045,8977.70681641417,8001.8255194505,7372.77046737599,7029.33651566257,6939.36913397466,6350.50913409722,6263.21161292636,6205.1050414034,6172.28776650683,6181.47071635967
Costa Rica,CRI,10953.4262046389,10920.0994045314,11626.8361274299,12144.4487480733,12385.4545660782,12593.2255061637,12467.6212160351,12856.5832725459,13481.0594799651,13760.9236981946,14018.7425010386,14250.4627491739,14495.9925105457,14891.3398216888,15323.2892201469,15703.9624720506,16620.1356432064,17743.6227382356,18334.0135988616,17932.6147807275,18660.9198222783,19254.9142153099,19960.7933253035,20232.2670799446,20724.9217693423,21254.7840932049,21925.6000803999,22622.5534502517,23005.3121471794,23364.783127574,22211.8613921698,23852.9253020002,24831.7193480342,25979.6286150717,26973.4361580719
Cote d'Ivoire,CIV,5255.50962638401,5052.85167051386,4843.29349256353,4645.46750871805,4502.45953404415,4638.75732482502,4807.42428178026,5072.59703802667,5093.13169438529,4987.35708530265,4838.34023729938,4609.14469395303,4368.92808837279,4060.00038038427,4088.94517328472,4032.24588029846,4049.26032962496,3999.69095682208,4096.72346918931,4151.05360874982,4338.65248394142,4017.40782040208,4234.18055593319,4597.18635239866,4907.57450294516,5110.86240809881,5320.84646239855,5556.11366322898,5670.20005356688,5894.87874674153,5787.81533309018,6045.20480490879,6272.26395759415,6520.89886460031,6747.03796777388
Croatia,HRV,23399.7367551672,18812.9437548056,17020.237492582,15570.4034135024,16301.7534515002,17522.7498076067,18849.9814058229,20110.5137958092,20575.9739779999,20489.6776798468,21302.2503684536,22826.6244928741,24137.1144281543,25473.9055156884,26528.8871708586,27641.2061841194,29035.5295382035,30508.2798073417,31113.8644665737,29024.7588699632,28702.0030009381,28769.3294749331,28259.3454882464,28397.8562080945,28456.7371595258,29466.6996894141,30821.1637498177,32348.9341876482,33729.9071211239,35122.8508251139,32493.3121954167,36930.2841941405,39864.0100879958,41320.2032633085,42829.1978370384
Curacao,CUW,,,,,,,,,,,34307.1247870579,35339.0645793445,35435.9972909346,34812.7908924081,34288.7399622733,33651.5043118952,33334.856514074,33490.2548894598,33795.1308443427,33397.3971262631,33004.554021481,32704.3556352667,32320.8769567577,31753.384552981,31128.647036239,30861.3205298178,30209.7882652792,29729.1010079753,29256.8154066419,28659.6557023251,23669.7707733018,24905.7684453244,26734.6457811916,27617.9204919042,28762.058180431
Cyprus,CYP,27666.650390625,27159.0390625,28931.935546875,28439.33203125,29500.74609375,31393.376953125,31282.73828125,31656.9609375,33182.125,34452.8671875,36121.81640625,37146.99609375,38090.93359375,38617.97265625,40020.08984375,41362.265625,42595.37890625,43823.94140625,44295.8125,42253.5625,42102.45703125,41212.859375,39190.3828125,36650.72265625,36105.05078125,37258.65234375,39501.015625,41418.16015625,43510.2109375,45454.36328125,43402.5390625,47632.76953125,50623.796875,51453.7265625,52635.58203125
Czechia,CZE,27918.1375190566,24734.7702062546,24584.3299626051,24573.9914877529,25279.7917961729,26869.0197149398,28021.6704584336,27884.7397585343,27801.4387801408,28213.4555005997,29427.4070011514,30399.8730764283,30919.5496618702,31949.2963145034,33452.3408000614,35535.7479961511,37786.8781740905,39629.0061324728,40328.3426630095,38175.1422773334,39097.3886218756,39708.1626280195,39347.0492956846,39317.5535692377,40158.0164275735,42066.5759800801,43069.4659744727,45177.5226053634,46301.082036029,47763.6165520254,45119.9387309139,47796.0337408466,48390.661678675,47558.4106763314,47963.8968485782
Denmark,DNK,46200.4747957389,46752.671630889,47540.9254822308,47345.4134295964,49684.138577862,50927.5478357083,52106.5619034914,53534.6146433982,54581.4122543301,56015.3553380174,57907.5020603903,58248.553927359,58327.8281608342,58425.9658939096,59893.0929898784,61137.6803582961,63262.7404572232,63604.5626658193,62968.1612290596,59516.5093273659,60190.6346060499,60729.0557255127,60497.6919146995,61085.0312821103,61552.7997775157,62405.7161942122,63823.4502019665,65352.3988081353,66238.705427981,67131.4657009734,65744.4367251959,69715.1809680929,69475.3198650883,69379.22000847,71431.2926242287
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,4469.07409933135,4705.04926772184,4961.8681860592,5226.50026106607,5421.95649149613,5590.50426604853,5809.30455041341,5791.47767679877,5960.10807396825,6180.67998594606,6510.67859061619,6871.12440453129
Dominica,DMA,11311.5519762062,11518.7646744945,11747.6117144571,11982.8592553573,11979.3992504496,12343.9001238545,12737.8972359049,13037.1491313755,13563.4528199459,13661.6785774172,14054.6548016043,14091.5491387572,13640.70330575,14398.0017636834,14962.2456326016,15080.5206040984,15727.7053232323,16560.5179009944,17738.0405685048,17534.0339616963,17516.7879573152,17475.0411061698,17431.1288003063,17282.6368040368,17520.8546265613,16920.9126555668,17364.0773046793,16314.2295558891,16877.1244880642,17619.4335416769,14919.5307686719,15808.9743503945,17550.8009946466,18278.2253401989,18739.3640404986
Dominican Republic,DOM,7327.72670133751,7246.24670144222,7900.76809265865,8318.49178576126,8372.07169739279,8685.01648557062,9036.88352149896,9671.14817881707,10150.4460178993,10582.0775939337,10896.3184155964,10991.1363420488,11313.0690271273,11000.8684059352,11131.2709216332,12022.5080544053,12961.9183632133,13754.9212674095,14030.1411084465,13992.4103270189,14975.0010126958,15258.0858148503,15487.2776356321,16054.7677297656,16993.587444403,17973.1870256815,18968.9752386179,19501.8743054078,20662.848586153,21451.286441995,19545.4099552943,22053.4589869955,22986.95808105,23282.4895071054,24229.8894872915
Early-demographic dividend,EAR,5120.01466189996,5201.52775552403,5301.01106001962,5376.94456752368,5463.43236198304,5533.61581382856,5746.19137924175,5895.57907877984,5915.45423698906,5979.07744293557,6123.11816952512,6121.12644113287,6161.91788575584,6389.68144878209,6678.56505296278,6968.13714693824,7283.69002120217,7596.35423975143,7746.87244825617,7774.33773434469,8162.08649693166,8455.27831338001,8674.24262047591,8917.86326089082,9205.14247785474,9536.09869046762,9888.49532136733,10252.1107558915,10561.4040343593,10736.257704342,10191.9689254726,10831.8239677513,11378.5486537272,11835.7249251279,12188.0408691409
East Asia & Pacific,EAS,5756.09344699711,5988.03278719779,6222.93396284576,6469.88397735049,6784.15304878752,7136.05415769238,7492.92134413201,7741.43473755904,7650.91686695375,7893.59333459964,8279.29834036297,8512.43027986592,8870.33750153079,9295.63908217882,9822.02938797795,10389.5348605951,11051.69155641,11869.0038166633,12377.8566019042,12714.2237120724,13649.8185307789,14359.678331653,15050.3477434872,15769.1578101278,16465.1829478381,17172.6129371519,17906.8923162744,18741.9275790888,19592.7875603847,20360.1789601769,20267.2549941632,21508.4957629882,22175.197366634,23098.9334393628,24015.9380810406
East Asia & Pacific (IDA & IBRD countries),TEA,2543.86353534106,2698.51152035266,2932.52321935054,3192.50076716958,3470.49377159251,3753.2908125762,4030.48893146248,4244.11521269893,4232.99379218937,4433.58680045454,4713.19360099895,4969.3250003962,5304.18222126113,5708.83022946858,6155.1147693438,6679.65495254465,7309.42866647469,8093.4907987686,8684.51792940753,9251.63086959459,10056.9514545643,10788.8043280723,11489.1889819688,12195.2458733697,12914.2114087054,13646.0224576994,14404.4664735946,15229.5232265583,16103.5382710721,16941.7449353979,17005.0148318455,18167.5298896498,18808.7249692887,19741.6109219987,20682.7766500413
East Asia & Pacific (excluding high income),EAP,2513.15486746997,2666.0054431785,2897.24004570124,3154.1141524907,3428.7379764749,3708.19115506945,3982.22312739624,4193.48678618765,4182.68404658957,4381.08714020896,4657.5824971991,4910.8995546608,5242.07341795961,5642.18012792873,6083.37390178038,6602.0046296219,7224.72891726156,8000.04080841655,8584.59698871691,9145.55937197305,9942.05612363275,10666.0129785643,11359.0367912208,12057.7114894969,12769.1064142494,13493.1686234666,14243.6077151602,15060.0306649328,15924.7426633518,16753.9447628439,16816.6802044952,17966.232211586,18600.020880698,19522.1886573188,20452.5458896974
Ecuador,ECU,9104.81599790272,9292.61779173762,9291.3710483042,9284.31503431235,9494.17506194696,9525.17701832407,9509.27540633173,9739.26682428016,9876.7507512592,9242.96681019585,9183.05155276919,9405.11680690106,9697.55517665978,9802.81408202125,10290.6634264766,10660.2046228939,10933.4897470283,10952.8226853948,11474.5257023541,11403.5277978831,11665.6978598204,12449.0785549218,12961.0267423765,13689.1520460125,14064.7992246727,13881.5700738105,13586.5160772568,14179.1537503305,14083.5069982304,13870.4895118068,12440.3263747814,13507.4445638375,14186.6388544625,14343.0190134813,13935.5391125402
"Egypt, Arab Rep.",EGY,8006.62143741369,7876.55257554109,8034.56230125827,8079.05480680472,8221.04684775661,8423.57817499547,8662.33147869592,8950.65410694496,9245.47890469795,9588.85938515274,9981.62775083138,10117.3331821699,10143.5063455702,10250.3765500459,10451.8217511537,10700.6090373232,11211.8320229508,11782.0060717966,12391.5847624705,12728.0814586737,13128.9878334085,13082.4263680701,13076.8052395914,13058.0748239258,13136.365629827,13425.9119599775,13727.3201600494,14018.360593453,14488.2094340483,15026.5682438097,15309.2359881702,15579.0160861551,16360.3907750364,16691.387399222,16798.151577864
El Salvador,SLV,5976.01762522026,5960.05892897788,6275.18767116905,6553.07234073841,6795.50608897192,7057.92025248354,7062.30007824136,7234.94456228435,7381.114604175,7498.46741097206,7545.44796218991,7580.32338410159,7675.67106195114,7780.27177685599,7841.53237886842,8050.5345128919,8404.24674903143,8548.83476118605,8704.80584632591,8494.49847423621,8648.92982717672,8943.06191543327,9165.42034804478,9327.56424468351,9451.744607867,9646.15432339854,9863.76121214453,10064.7934942601,10297.203612692,10543.9383291317,9692.44931605799,10809.713399518,11085.6178074688,11424.6459176917,11669.0817135644
Equatorial Guinea,GNQ,1122.81767364664,1070.82764283041,1390.47918482013,1487.81202528588,1672.34547535897,1892.11653062527,3033.84031220306,7296.10009809843,8684.6573083064,10492.4649475554,11767.4708814313,18031.964975074,20242.4309684399,21709.5751241959,28225.985816122,31302.957953874,32251.7680082519,35540.4477563657,39994.6159790647,38706.6052512135,33668.8740654852,34341.9342607505,35711.4919273537,32894.3693189101,31765.8997056851,27797.7942803179,24435.0645564801,22250.4389230263,20165.4795550607,18446.5916579681,17089.153726379,16821.4486470413,16932.7706827155,15688.2384192658,15454.428493564
Estonia,EST,19163.2283645779,17718.9543942711,14225.2314074483,13758.2953399439,13824.8432137401,14710.9686602535,15667.5909129247,17915.4540304763,18873.3758453389,18737.8980935019,20528.5708195573,21874.6948334875,23539.9060675759,25487.5329152987,27384.0831488798,30164.0063711861,33304.5935377333,35989.864986622,34236.950125417,29284.4047394108,30070.2990791103,32456.1208864878,33768.572369804,34484.2236457273,35723.6266134228,36356.4410152614,37470.0427676805,39533.4645582199,40853.6487755073,42218.962853871,40920.5270623015,44251.5374983455,43128.6327713627,41288.6165892158,41189.6675300734
Eswatini,SWZ,5447.73900233346,5325.35245647887,5291.89629062784,5299.53230535423,5427.3500142293,5693.82195381247,5796.65255180591,5876.80341246512,5952.85422728074,6062.34805111048,6106.07478740465,6135.45299954297,6335.81351839193,6578.30152863605,6775.2217412302,7142.1921864324,7584.72030617794,7866.73073455273,7926.37961138221,7988.59750005303,8245.64153332215,8350.89190932865,8645.84478287802,8951.05749805891,9084.49405780635,9186.65344720515,9402.50834103681,9660.55161538086,9578.10061089805,10099.5863118406,9695.82498058755,9990.43491951205,9927.60567008139,10181.5040730397,10380.3966630516
Ethiopia,ETH,874.346936189696,777.523566122291,680.834766978053,743.708485795208,741.17662360052,760.264345021167,826.991658780615,826.00521803882,772.78664639708,787.679577487053,810.270749126975,851.313428423251,838.298046963913,795.772138310178,877.114494970686,952.115666295785,1024.72911938972,1109.14330261241,1193.74728332973,1262.46398002755,1381.19044652656,1492.5339647204,1576.76875736149,1696.86515591049,1821.39161774962,1957.41454187301,2084.840556194,2222.82824481382,2311.16511659606,2437.97046055952,2516.54907642544,2588.41310215884,2655.59276743729,2757.95923634026,2892.22220168264
Euro area,EMU,37845.8555094646,38516.4825985087,38717.4739162339,38265.7378168712,39098.0361075478,39976.1689960137,40588.9894849773,41626.080194965,42787.6146839545,43947.3385978587,45521.384188577,46384.3123186162,46623.6667893912,46755.1145901085,47581.8440552448,48190.2528523335,49572.9061427398,50812.7588970662,50769.819687061,48301.2373515819,49154.1682709208,50060.1981414589,49446.674183747,49261.8477322625,49879.9062753525,50796.8784465401,51578.7517913514,52822.4107675307,53607.8350702203,54379.98512666,50927.3702872806,54187.8852814182,56046.7480108303,56110.2561221396,56432.3120157863
Europe & Central Asia,ECS,28222.4508334165,27734.7400086256,26826.2902880589,26191.4875336062,25879.4314611523,26218.5559427895,26515.5730621342,27222.134881881,27710.9347491682,28487.7710157393,29836.8990375785,30559.8614828664,31142.5776814577,31861.0311301208,33030.9705248943,34028.6620981221,35505.0580432014,36985.7650630137,37463.8814972092,35515.9205157934,36408.7097554106,37348.5831797734,37472.3572532191,37739.5844741677,38215.4941201189,38658.8920830402,39180.4967897882,40232.2658442438,41055.44504333,41747.7228403984,39677.3321744647,42315.3860874903,43405.8010013308,44089.5069128639,44818.539437368
Europe & Central Asia (IDA & IBRD countries),TEC,19344.5180290423,18058.1156070409,16059.1904084251,14987.2367572637,13409.9697328093,13158.2933014783,13085.0253249026,13360.6603894718,13174.0083765781,13554.9726973516,14594.4354781232,15130.4043033948,15898.8945867068,16934.8161848713,18285.0711277478,19453.3041657959,20993.8377087726,22656.1950373111,23653.0169042806,22248.6251392661,23166.0886517263,24326.8690488352,25013.0503883919,25605.1860765779,25846.454531853,25818.835598776,26097.7936953215,26985.0683124814,27855.4925748848,28513.4293915676,27934.620601194,29887.2836538263,30145.8653395354,31475.2127472368,32609.9270653089
Europe & Central Asia (excluding high income),ECA,13646.4448975706,12678.9943419036,11660.1547156343,10873.0702430801,9360.79246799546,9082.95119848961,9137.59395686505,9479.37353869882,9611.18569728348,9521.8363584902,10113.0315128821,10281.7404123525,10875.9028297538,11605.0803639515,12696.9269314465,13617.4627023319,14695.4767511787,15785.8515243826,16208.1405582938,15295.0006884192,16159.5274975142,17224.2732237076,17660.373793745,18452.5409296681,18554.7253318001,18691.5218428477,18992.2222480179,19833.9869165449,20399.7570509537,20780.2139282424,20540.8164856867,22121.8258332363,22272.1276293128,23558.5515901193,24350.3376919656
European Union,EUU,33420.542632403,33581.0969569532,33679.7903059985,33378.2824103477,34195.8383797139,35111.2855456913,35771.5234272888,36635.4606537721,37659.1055402336,38685.8632532655,40159.2645508805,41007.7423888692,41422.3847819306,41728.8460694985,42725.7290845534,43476.4803308602,44946.5215612179,46274.4051559493,46520.3727193221,44429.8245385024,45250.3903983527,46205.2085460232,45787.932620273,45723.9750484158,46454.7509937627,47490.6745941101,48336.2770925391,49704.0306433211,50706.3680766011,51662.3607067392,48770.3748814008,51969.9654059153,53777.4777646451,53869.324634409,54337.9176393633
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,54263.326408917,51533.5447770645,51479.1939803423,53440.3360261046,57523.3238940741,60948.7676649487,64018.0937166287,64008.8523742079,64155.0271268999,65460.6067882316,66193.3474230922,68134.0306302109,66032.9109106183,68426.7943218898,70256.7191950519,71807.3137035442,72059.580327154
Fiji,FJI,7820.71719014994,7547.67819928126,7950.06640992603,8067.80447464731,8432.29836035248,8600.09284204425,8956.35010569935,8669.25168630675,8673.87816621436,9328.6066405707,9070.99316578265,9157.80841609435,9357.75384260711,9361.46421337988,9766.52768879045,9745.58145847385,9837.08591539941,9672.29015915616,9711.96604655315,9536.81721085631,9784.30356200221,10020.6957855059,10140.6936395636,10604.1558725865,11183.3135357123,11674.0633525272,11951.9196317982,12597.3274662764,13100.0959551236,13056.3310937089,10812.0355014178,10322.4279638854,12118.3182710082,13194.8047570404,13592.4635937435
Finland,FIN,38807.1185244347,36326.0828945358,34926.3833591341,34486.7522555352,35699.7203086225,37069.62898136,38301.5126175582,40630.921767316,42733.4455712897,44505.7114770222,46968.841714507,48099.3014282794,48792.4864789775,49655.5451564067,51494.705860401,52744.048034135,54653.981203281,57313.2916474478,57494.585352886,52599.1487066911,54017.9458623339,55053.3906850323,53957.6680986279,53183.4286685126,52710.7334867778,52782.4873926277,53984.6316254715,55637.2262781223,56226.337241343,56922.4873163103,55424.8574989208,56790.3766177692,57068.3056478074,56250.8787899319,56123.1479579839
Fragile and conflict affected situations,FCS,6595.60723255025,5962.43910587484,5667.52203032208,5233.77760848634,4674.94308147528,4434.31612509687,4389.91751042107,4441.26885330247,4525.83781180568,4530.24373422711,4675.04235937807,4797.67328690804,4944.63874762162,4926.64093236783,5374.50243385374,5528.30832229518,5734.51387189797,5965.16029961574,6111.27426760953,6020.47268087226,6276.40428236732,6318.86185108577,6409.14325666909,6455.71961967174,6410.16965054799,6340.05087419389,6353.04340447186,6361.74018504626,6406.3832224966,6437.16415647199,5928.77681090957,5861.94542901286,5693.99860611589,5715.72946707477,5724.43886654967
France,FRA,38655.8856842914,38937.9522513749,39331.9041920718,39020.6141584284,39801.3888979817,40570.7169560557,40990.7395148125,41876.9330265158,43162.5423856938,44400.1357889191,45922.4789363701,46454.8706927365,46610.7820717214,46730.975806379,47720.4413351103,48257.4650937971,49223.247197008,50157.7837477634,50068.2969141379,48404.9657826363,49130.422942344,50085.6829779109,49935.6269081617,50066.5304324783,50326.567863089,50682.8953586333,50984.075297832,51895.5662985838,52560.9536243841,53448.5548849943,49311.333409639,52517.3354905855,53673.8137406422,54296.7230897731,54799.3482689389
Gabon,GAB,23884.8106998234,24665.6792295081,23268.9974721281,23551.6812533724,23794.3149295887,24344.1857401023,24595.9719625614,25359.6596581834,25585.5077964813,22713.7144403948,21717.2240797447,21604.7804442423,20981.4798585102,20875.4549326477,20438.9307067212,20385.2899909742,19224.1268658969,19751.8762216408,18493.0921103343,17911.1458491661,18530.5760936058,19153.0878201525,19450.4027067379,19836.4554852011,20008.9899779322,20147.7116202405,19988.1755963792,19555.7078829752,19225.5982575261,19491.4067631986,18681.4840738985,18523.5798032193,18662.0497970621,18701.4227766897,18923.6616611651
"Gambia, The",GMB,2653.78291392125,2623.64161607507,2604.26903326754,2586.13041645703,2508.1039153389,2456.00078113606,2439.04551648512,2486.93798396527,2502.76477124298,2589.97773860396,2658.61770579464,2737.69610805906,2578.557145742,2682.47993310133,2794.19352609118,2653.64239155191,2564.68653970519,2567.15728802982,2649.61119865306,2745.32540574768,2824.21259222517,2519.83983255672,2574.93509664061,2572.44728941685,2465.10971144823,2495.95741601525,2478.46055756999,2533.18683710276,2651.43281455826,2750.82132179634,2702.31919474482,2777.79620978324,2863.18049829859,2963.59873325179,3057.68417746891
Georgia,GEO,12917.0944269361,10120.1628881435,5533.21082317728,3882.02029747648,3532.3200811072,3762.81153750309,4339.0046688347,4951.81291757472,5233.28837672816,5495.24505052866,5706.27236527837,6074.08643017282,6464.32539672648,7227.73705960701,7693.91525392067,8485.58670534953,9337.98906420101,10567.2747164758,10856.1031328003,10553.0896395853,11294.3685917112,12288.6828861156,13193.9596974054,13913.0018245661,14475.3135356035,14936.8434116647,15442.9564358054,16237.6242230275,17228.6790847503,18186.8816465807,17031.1440283426,18915.6534005263,20966.5280391134,22590.5293649146,24883.9081161639
Germany,DEU,42287.6527205782,44125.1442791519,44672.6920465936,43948.1489792699,44933.2942631644,45475.6859114918,45814.8523072639,46596.1810672853,47565.4526830045,48547.0040773031,49875.8764172059,50606.7114616457,50406.3800683443,50111.5752591319,50704.9219887398,51182.9591615718,53222.0409282226,54832.9610328446,55425.1109251245,52484.8550055388,54738.7083006711,57858.4222602355,58017.5855783147,58089.1708538296,59108.6977289315,59573.7089539686,60407.9713703755,61866.4872205276,62381.3478772241,62849.3741865912,60203.289760263,62530.7653199239,63676.087821808,63039.3719696432,62554.5547232436
Ghana,GHA,2785.67114332501,2859.82702166411,2897.83543196858,2964.26600943658,2989.34731012131,3039.68873031674,3106.18555480388,3160.44504053249,3229.48228272631,3290.26865235748,3327.35199291767,3369.50702508212,3425.61820934278,3507.75105744843,3607.36522285021,3721.30785741996,3857.86154847605,3923.12567803728,4174.78124103364,4269.16005861557,4495.68916584106,5005.36732498187,5339.71321903045,5593.77481886917,5619.07233511591,5607.36635657413,5666.07795334591,5993.63085211077,6234.51208201488,6508.24652305901,6412.68541762469,6607.50297378321,6728.45414012286,6808.53775165029,7055.62496009323
Greece,GRC,26916.3125225704,27419.6029332234,27401.424003405,26804.8537616148,27204.3958682198,27646.1476383588,27905.1065690594,28768.2401472217,29592.525483114,30263.0543705003,31386.639783624,32675.9292327768,34081.0289759343,35970.7016808475,37811.4913664483,38146.962971083,40483.1569225337,41796.2336918303,41709.3877420312,39886.2135496664,37566.7483686263,33906.4917435676,31250.2268565956,30762.4432227813,31213.3765120298,31347.976574604,31468.6198471099,31995.4108838386,32722.3310444029,33502.7506488997,30487.1129331045,33531.15511226,35831.3441781205,36700.5134631055,37474.2798239947
Greenland,GRL,38137.5684896955,38162.9342232621,36343.125721052,34578.3464998854,36428.9123982244,37584.0719088915,38090.7089953713,38581.2151944518,41500.2312703294,42072.0565017419,44991.6751496134,45405.8543742044,44793.2704252565,46649.0480779756,49742.0582266726,52189.001485462,55243.7102798786,56763.2387284359,60506.1946272328,61035.5672997071,61863.2826915137,61170.9203658321,62111.1033086807,61659.6415225985,64799.3056628017,63364.0536061164,66245.7294730698,66297.1790691281,66887.6779268926,68534.9419039133,68533.7339902964,69302.0088788237,70681.2253902158,71037.5372239623,
Grenada,GRD,8883.91901529785,8932.30359919008,8785.75882374895,8548.03859699698,8629.08629470408,8750.81831848402,9076.71902949207,9467.7770534851,10509.109807501,11158.4897298503,11625.050939182,11333.2377092409,11677.7034172407,12726.5266219464,12593.3546257337,14211.8426569264,13594.355159621,14376.2824512778,14463.560012123,13463.580293958,13354.9085012616,13397.8500405513,13161.3955324377,13386.3189064112,14287.9538720088,15136.6966673773,15640.8274503805,16291.4894625979,16964.852001696,17036.9151689715,14647.7451384876,15290.250903138,16376.4273099594,17093.1562867447,17751.5098662481
Guatemala,GTM,7594.72863203946,7662.16744667172,7822.25981413262,7915.4069288614,8018.27959123705,8195.34591091977,8222.06539206535,8364.16131429348,8559.98628929783,8668.42697938871,8770.4040870875,8771.15520620407,8901.53633819804,8926.15358002845,9003.85719003217,9099.72328845701,9386.00114713774,9772.8053901732,9889.57209974855,9740.70936130832,9825.0176796825,10032.088632465,10126.8283621986,10297.8395710411,10553.5642244297,10785.9584615777,10872.5939962916,11005.4593976653,11192.372055508,11466.3765822795,11097.15041153,11825.141273764,12147.9309684074,12384.948508094,12640.8875023146
Guinea,GIN,2105.74729496232,2075.99194302675,2076.55062690695,2115.8664959394,2134.89769355787,2171.72552153265,2205.32363416973,2272.41100463955,2311.327353403,2346.2701835771,2358.28765608495,2412.75161959628,2498.13177495102,2473.23418295471,2477.50282602363,2501.22160456279,2478.61319510726,2587.0048887648,2629.5397474637,2537.30645758746,2594.83050344245,2673.40873029955,2762.90350938513,2802.56007024474,2834.96634347846,2869.85157178732,3099.78874189372,3332.76576150531,3455.64512638662,3557.46233883145,3630.99330577677,3738.8051255133,3792.01068836277,3904.82395527998,4016.34191386072
Guinea-Bissau,GNB,1967.96808437551,2024.72770800391,1987.61538633299,1963.44000410032,1964.50771152778,1999.82023018049,2185.76736211592,2283.88357077251,1738.54122410447,1992.72847838268,1974.62172274651,2025.60064005453,2053.96189370909,2002.27740627342,1979.57457765814,2060.53834311757,2065.08370690452,2065.86121747677,2105.54284991215,2102.92720552345,2164.13349780236,2278.40566106623,2180.60762289148,2192.45628322206,2156.2021908175,2230.39106612596,2293.23583589196,2342.41526571427,2373.50158144916,2442.10663731324,2455.85606168546,2522.76764302521,2603.24022588591,2693.77665018683,2744.27981043716
Guyana,GUY,5074.43109901682,5396.46342590543,5799.21836066806,6247.86624866594,6755.3286689231,7071.21280005947,7612.30424290021,8064.56715164725,7915.22956203951,8139.97018415742,8025.29326490962,8212.04321760917,8314.0272750321,8267.42910545363,8404.2001629708,8256.52519071138,8702.33133494001,9354.08017716534,9546.70875949436,9924.52660770631,10374.3947557656,10958.8598838438,11534.9985588659,11896.9069854942,12030.0529344045,12040.08253302,12420.4724727603,12801.6408529346,12980.3576003177,13402.4219472757,19234.1301977637,22865.9270968882,37068.1993827588,49312.3603225444,70516.7215064805
Haiti,HTI,3959.02526089687,3952.17272724934,3668.31318736615,3401.75901805261,2938.07008518147,3167.91307649838,3237.01967477296,3262.4591815691,3272.04956439325,3299.23533948239,3267.07646816599,3197.05701086586,3173.73848729607,3227.12087860443,3130.85551975981,3173.26081032717,3174.97622258076,3268.81890675823,3300.25849332968,3437.3806965318,3205.49829961515,3330.99820416355,3296.24782448974,3387.47180169748,3434.63597400578,3433.07529240973,3446.75276647872,3485.4923470131,3496.87870320748,3392.43263210456,3239.83543441301,3145.00681057269,3057.42840826502,2965.94622340134,2809.64535578242
Heavily indebted poor countries (HIPC),HPC,2185.39901487571,2148.10551397015,2061.46625080527,2005.60640033095,1953.06636771292,1994.17827945468,2043.84851642019,2103.45540354703,2120.97088944639,2132.42322482915,2137.01988874504,2154.29604927028,2179.92160477361,2206.40478445457,2267.84339099489,2328.97345011896,2394.69634097223,2458.89715452073,2527.34515183734,2548.29125787828,2636.27574954962,2679.72116452844,2711.73890312719,2788.51480778469,2859.06541470149,2910.69027383449,2953.65942785158,3012.68215863629,3049.71446182911,3090.51002329999,3000.44997662459,3035.06077004993,3090.26152222753,3108.28187922993,3177.46280838769
Honduras,HND,1172.07980628643,1436.05066019021,1521.94721692982,1681.08238779882,2108.27415007174,2555.02622819382,3054.15773738434,3635.98071228428,3950.83498620229,4293.82723059843,4579.68960840984,4578.94787944773,4627.02278723456,4714.86701000971,4885.34258343422,5056.67544412551,5263.15029099578,5461.90151889031,5566.70639487722,5313.75573967791,5396.07227927744,5488.43371596332,5600.6077605497,5644.13384802045,5705.16246265484,5812.5348879105,5926.49025534228,6099.60734919414,6219.27973775059,6264.01884276715,5603.26398377777,6202.98078812037,6352.58710177732,6467.8800352783,6585.85535717861
"Hong Kong SAR, China",HKG,31598.7559995379,33124.6861100788,34895.7612081565,36428.527042456,37767.1935301195,37905.6509352086,37804.068427697,39402.5953789391,36776.3830289355,37339.9267574178,39848.59152924,39777.8561883562,40258.1727894569,41570.5763105053,44836.2053321129,47938.8998017111,50981.7931037524,53813.0792084943,54630.3763985044,53172.3001900618,56355.4117939379,58672.8294901182,59015.3332811946,60601.6097817011,61839.810843419,62779.7484353718,63749.4095274634,65662.8359167546,66993.9679794398,65388.3336248234,61328.5288044938,65884.9376260603,64036.6454154727,64434.5576690871,66153.9746651078
Hungary,HUN,21297.0006409015,18765.4162504008,18197.5305521351,18113.3369069655,18672.707236547,18977.2437047366,19029.1137284914,19635.2949600537,20438.3829550506,21128.8884639402,22117.9204303193,23069.2114730987,24229.2953575981,25255.8711300567,26568.118861864,27765.7886146197,28903.0475407078,29044.0669021254,29384.0070385818,27445.959458479,27801.833816111,28415.1173442897,28179.656464434,28891.0217544976,30264.9492302161,31485.5675425634,32378.9674983075,33828.714942571,35798.0412754022,37662.67681014,36119.5211735652,38887.1909527154,40610.9711368238,40333.2546888118,40686.9319263343
