"Data Source","World Bank","",""
"Last Updated Date","","",""
"","","",""
"","","",""
Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IBRD only,IBD,6242.01231847545,6131.77329224866,6021.16826049023,6047.96575158436,6063.8580764664,6181.57480798561,6389.91621443426,6599.35971434584,6637.99299711207,6810.13230920454,7122.79471624366,7298.42688401953,7538.07775261782,7894.12958180186,8397.69827908229,8877.60554505024,9483.93577482893,10182.5836687729,10629.0771232054,10728.8971330412,11398.4047966783,11948.0623005195,12418.8508843242,12882.1225215571,13319.7237552985,13721.6723998914,14202.1569184183,14778.5254595762,15352.2585831081,15818.6727887525,15412.2740252554,16457.4028746827,17005.3678316537,17766.2593239496,18451.0823134584
IDA & IBRD total,IBT,5560.10797841199,5463.51852015779,5367.04528486614,5371.29814230841,5368.34242023274,5459.93796877276,5630.69508978118,5795.48126624804,5824.1432308366,5953.57713919086,6198.61366037844,6336.62942197556,6533.50548821322,6816.90126976619,7225.7125412713,7611.71097745672,8092.32602823138,8640.33308484228,8987.31514974218,9071.97841688627,9596.57611038622,10018.8739757768,10369.5500588851,10730.2184727833,11075.8886752044,11381.8495832918,11734.3731319995,12162.7615968645,12588.8584634301,12925.5782973803,12544.6569311725,13292.3986834822,13682.5662834982,14206.191212155,14688.1476277429
IDA blend,IDB,4384.19429892849,4336.76222065641,4342.95477400257,4208.56340532989,4134.01920989849,4117.4336901488,4198.1325424758,4187.74978351527,4193.69410924489,4167.01663734049,4207.94674833658,4266.64418562526,4437.96024962981,4528.35080681212,4745.46801552515,4906.27045211657,5059.70887523571,5194.24442948697,5271.03915181685,5442.74904919392,5620.68978717584,5719.5477274322,5841.49480690444,6042.03385913118,6252.49358274228,6355.24608221981,6361.78259683756,6404.39766656804,6518.91623903896,6575.14345610382,6225.73802684424,6358.44134848704,6528.77500867617,6578.77290433938,6713.95120470027
IDA only,IDX,2084.2337169258,2078.63992435975,2053.54741539897,2047.12043765733,2019.72023561175,2069.21755554174,2125.79328052688,2185.93049128303,2225.46926387198,2257.37427003352,2300.33301882633,2340.07940168574,2391.04614523342,2469.63342563721,2564.40999820132,2672.01889452748,2784.70967630946,2907.65407336931,3018.00138189794,3086.29080871342,3212.44283335606,3319.97423762262,3338.41314039424,3406.20675919317,3509.86431128883,3608.63949208975,3707.16703021306,3833.41633420438,3943.11112463091,4051.22177775691,3950.86131644492,3995.34376501476,4079.70265824005,4128.98529207924,4223.45568925248
IDA total,IDA,2878.06655891008,2861.02697990909,2848.73739440577,2796.71498569607,2753.12760673309,2779.07879357261,2844.51499677748,2879.61597891646,2907.63303845115,2918.92827851562,2961.89436153759,3009.59162390125,3103.69506359182,3186.2567819997,3325.14688866703,3451.94029861599,3579.12612434839,3706.86214983469,3806.30214854969,3913.30985067071,4059.15683050134,4163.99440539807,4220.14391730588,4335.98580479881,4477.4145386078,4576.23918423755,4639.18294276708,4732.64618405375,4841.57291525317,4928.16444808896,4737.35267673036,4811.69213600445,4924.78728035756,4971.80174178335,5077.60668312744
Iceland,ISL,42336.427188355,41754.9758908173,39842.3760942383,39957.3221402786,41042.0117943302,40867.564218067,42475.6936133275,43873.6690642163,46449.3454621245,47679.8715900493,49338.4714252632,50556.9938356842,50379.4595507316,51173.1982542632,54592.5314628804,57512.4237338213,59364.2901148281,62940.7473430955,62831.1728631816,57406.4697506817,56211.8345417402,56813.742648754,57173.0434212296,58671.930709837,59133.2701459773,60725.7271247657,63612.5551585223,64303.3782501037,65521.9313424781,64826.4324085557,59543.813498684,61610.2132740715,65380.3173049324,68118.3960312086,67310.0573573616
India,IND,2203.14703867968,2178.6859145401,2249.69790389274,2307.60714181108,2411.46273689083,2542.42211133345,2680.27888437082,2734.52089133672,2847.96234988663,3041.48258556057,3099.5028215766,3188.81024020636,3250.69565544917,3445.92592352395,3656.12620652098,3881.9661798273,4129.77837009239,4379.69604361151,4450.39022919238,4731.36160463896,5059.2827108398,5249.54925694026,5460.43768570052,5732.24189090876,6079.84393523695,6488.14602910787,6940.62588857522,7326.60693679859,7714.33974724531,7930.0911303899,7399.53068079041,8050.01857452664,8594.39190499879,9301.75603225735,9818.04270686639
Indonesia,IDN,4873.05380133263,5118.46789591815,5357.3758979759,5609.15178814269,5931.23473426762,6312.93453561158,6695.40975787395,6897.00236563331,5897.68530859207,5855.65800744994,6056.38197842165,6190.51954040991,6381.94955179996,6599.09193597034,6843.54654972364,7140.8545640704,7434.48785352221,7802.46406905954,8165.06155116624,8435.4557468629,8848.22473702066,9274.96955181702,9708.61182531081,10121.8141535043,10504.3869411088,10893.6621142169,11319.6634287738,11772.5743296107,12262.2310300771,12757.7850854842,12388.5449268131,12757.0746440204,13334.2653947637,13889.9749067297,14470.4372020578
"Iran, Islamic Rep.",IRN,9656.00116894359,10592.3319257222,10727.4183671547,10531.9952777275,10333.4330005595,10465.0259592685,11010.0094976248,11025.7202371524,11101.507869196,11163.6950736445,11643.1218077696,11739.0090911282,12583.044990424,13519.4501926929,13807.1953114023,13935.7743087596,14320.6568534545,15237.4237850549,15091.2506521463,15055.1494647199,15729.9131707266,15947.766097961,15159.2948206531,14734.740588719,15262.8515760903,14841.9048340737,15920.3718021202,16167.9677224227,15364.8049052614,14841.0751514998,15381.5845437266,15884.4276775963,16377.9610645368,17044.8173461033,17484.1320140467
Iraq,IRQ,10735.0941102925,3819.16194827144,4916.26440292878,6105.04166284592,6044.8710481053,5969.66964095891,6419.36981876289,7545.72976101105,9871.73398030533,11237.8537439894,12702.1641950921,12529.6084051005,11144.0505255928,6849.33200800508,10210.5631004959,10078.4437646837,10568.9137652977,10853.8161022311,11511.9387643664,11470.5178061755,11816.841015026,12267.5848940673,13357.0143882353,13712.9317142992,13536.8227681431,13516.0271989204,15016.0920644592,14417.6306896487,14456.2357053224,14910.2250318887,12827.6345392323,12731.7535755129,13433.3977166987,13202.3228073875,12725.0431260393
Ireland,IRL,29555.6320622281,29953.2439013902,30744.1914629607,31414.5961920787,33092.0640438826,36094.7616757114,38452.9454979361,42265.1652200505,45493.1692570651,49719.8847973285,53675.0054596933,55630.1013273441,57927.488372311,58709.1544464475,61558.5783140852,63689.0843530779,65087.1804631559,66590.1938973457,62320.66630649,58547.2673956109,59209.0996763251,59899.917652844,59405.0460751524,60388.9413147986,65575.8061665793,80954.6619818255,80899.0223207227,87882.7074355024,93276.0188154012,96371.2910180182,101968.554362011,116903.61243517,123219.076059494,117862.128878959,119037.731175443
Israel,ISR,25335.2722247493,25698.9296957607,26752.4006346892,27123.1073850066,28393.0000212879,29470.81726085,30386.1981561933,30707.0065373148,31246.8564724838,31465.6129203265,33275.0631655978,32590.2286180761,31897.5848832705,31780.7796080985,32675.2080644863,33512.8909185546,34770.0262786336,36317.8525090071,36827.9249156064,36403.1626371602,37722.4099869836,39075.375376272,39299.3515506546,40148.7774492867,40872.5808449627,40967.3707596637,41963.675796165,42947.0586686984,43814.2949977965,44580.8078825716,42915.9416939728,46162.0822730247,48098.187235579,47527.151024672,47338.8424624205
Italy,ITA,42656.7445101659,43283.0204441901,43614.4850883758,43216.1096444751,44136.7059141923,45410.1391731091,46008.2389303796,46869.4256086419,47701.3974191265,48493.6651210308,50353.4200415436,51332.2904432567,51369.1149098293,51126.2585544038,51495.0028841364,51585.6445807938,52304.2402949819,52747.1905476807,51806.3906176391,48774.3916833748,49301.6959141674,49473.0149235634,47795.9579360541,46833.3615309303,46825.6511245062,47311.8255262709,47987.8379581014,48849.2183534756,49133.143527174,49690.6298505274,45505.0688708956,49825.3934111848,52333.3274270604,52870.3261442897,53265.0032474189
Jamaica,JAM,8879.65295231625,9227.87613770652,9315.8581885588,10088.232357755,10123.2339381488,10257.8065381959,10147.4641121652,9939.66172862006,9624.92935948127,9650.43726482499,9667.92474492316,9736.06291757526,9869.71291927176,10169.7500243245,10244.2066702878,10278.6834382546,10522.2367459591,10622.4442829007,10490.4686134498,9992.97699539021,9805.90172806302,9932.48380946963,9829.03510015044,9839.96506606095,9872.15913752129,9931.89875715182,10179.2536486158,10391.0378224678,10636.0929784551,10816.3720391154,9891.96932961548,10430.6909771759,11096.6377085321,11398.8120394641,11340.2638800451
Japan,JPN,35272.4189828727,36372.0347517186,36563.6226393696,36277.9231838837,36568.7123907341,37442.8946125519,38528.791438519,38814.2535478124,38217.1955920953,38020.0940020688,39005.9136305044,39062.2817355235,38987.9102707538,39501.806782419,40351.776374395,41075.8243580849,41613.1483821427,42182.1758636624,41645.5722078975,39279.498871012,40881.7972423185,40967.3431400832,41596.9238038796,42492.2439560498,42674.6976301321,43386.7100739513,43736.1305076612,44505.2792603684,44848.4899421798,44730.9102844958,42992.4796365328,44355.3487163354,44972.3438362201,45858.6595131439,46106.9229230044
Jordan,JOR,7589.82007850421,7134.29024084856,7737.96922068777,7675.47163756117,7680.14079173861,7829.08121456011,7731.47855807269,7775.5427123949,7826.74015705934,7920.01974595781,8086.92202690853,8339.78581448441,8638.08033080173,8800.49674649158,9326.66839127919,9839.68834968723,9977.75903329275,10161.4021194103,10641.5894255558,10938.5027244703,10953.537631697,10977.4820450868,11086.0299443995,10799.3538143329,10148.99809876,9581.68922567813,9321.9045113153,9339.81039725983,9311.53116265584,9288.52709103516,9022.63930356769,9182.496161256,9266.57538251337,9381.35436036929,9520.25064497454
Kazakhstan,KAZ,16837.690749004,14877.5273541269,14045.1035780375,12795.8746425372,11334.9831283773,10600.3302270095,10857.4353898737,11298.5805497095,11364.0307809315,11815.7732115429,12935.864368308,14612.0290050498,15960.8738450013,17344.752672995,18886.5811908122,20565.5294470866,22574.3429577665,24351.3464102542,24895.6645683245,24901.3527260084,26374.8407672795,27946.1603432944,28881.2417563728,30177.4887221736,30986.4379168995,30893.7594851041,30758.3227260598,31524.4416339794,32330.2274546567,33298.2123695035,32011.5491499004,32945.8515725823,33506.2614893237,34703.2349286604,35973.9633287017
Kenya,KEN,4177.48603310346,4102.47677512965,3946.84093437851,3844.92029783599,3833.22357838589,3890.0985511465,3941.40919481353,3853.37139280354,3871.82176322447,3848.46470612727,3756.63622296879,3778.25854755615,3681.2569427491,3674.08592758409,3743.56785736929,3844.73557120578,3970.73349887685,4116.45094720856,4002.88364073792,4012.19428382397,4211.52462957784,4307.10611556858,4387.93790075409,4443.371215682,4558.55155266374,4679.62182831938,4770.31046388086,4846.86210851932,5017.66784674664,5171.71264279257,5057.40115537429,5338.85243382781,5491.69378280246,5691.82513474417,5845.20117717825
Kiribati,KIR,2213.54021971195,2047.15376376788,2495.99640204714,2455.44987557043,2468.72119002766,2498.7876151917,2455.50107360313,2439.41011578482,2502.86206993942,2364.34619150483,2481.41524257587,2357.58189014518,2341.69553872722,2258.03381830985,2199.67074158217,2183.78113886233,2264.16158033718,2286.4464773202,2172.35767589525,2137.96593927055,2119.64018013945,2150.38301837654,2242.01379114528,2382.37034452158,2381.34837325608,2615.8414365735,2761.9336523043,2822.669652935,2877.60204999231,2927.48453366722,2834.68581354366,3020.49399935695,3107.77604642687,3140.58326370439,3257.1362912531
"Korea, Rep.",KOR,14377.8839203268,15784.4668669974,16613.4907015983,17595.9036148432,19052.2990926264,20697.8969808345,22139.7963785414,23311.0420901741,22000.3387603516,24382.2508517369,26404.1588575745,27440.6564915847,29395.2766036796,30142.4605585814,31579.5283048867,32886.0472450743,34429.6222013137,36257.3401689702,37064.1518484106,37176.1939270969,39574.0500732947,40719.2273771671,41537.6728611117,42709.9751857887,43806.9250985661,44849.106767089,46088.2430785383,47536.7898568851,48834.4471157733,49790.8679884821,49374.0926148025,51718.2518656631,53228.6035655365,54029.3434990785,55070.9386194121
Kosovo,XKX,,,,,,,,,,,,,,,,,,,7098.40301909042,7481.45889832785,7877.10199850556,8359.93621479336,8431.66232694657,8828.27683251638,9150.74997293883,9824.99105955319,10434.8888259268,10856.2902074239,11188.2244627966,11774.1178510908,11137.5028560404,12362.4210181213,13022.4627441502,14240.2030320365,15716.2925564586
Kuwait,KWT,38932.9435275146,28633.9695922465,43266.9328651676,56684.1863309395,61753.8489990065,64093.5178778949,62665.2243536425,62151.9518270333,62450.0884424765,59533.9542752452,60585.3026788164,59099.6653133601,59348.6172741565,67984.3145062554,73298.0621819477,78193.9012127585,79521.3484338455,79474.7611346377,77036.5083833055,67896.2680451995,62956.2152904125,64844.5019019408,64908.262639237,62458.8089221249,60065.6544076232,57763.5174574395,56936.620842726,52285.5871175696,51623.8078622052,51380.6455354631,49372.8187938552,50651.9575337091,51379.8833194119,47777.4012284844,46137.4674254845
Kyrgyz Republic,KGZ,6095.68108610235,5520.42979891313,4701.99138098658,3973.88323931033,3176.92381882726,2974.71163891294,3138.66615671114,3399.93427126665,3419.22330736215,3491.93773268741,3638.46314292227,3795.89059344129,3760.53239965257,3982.92722017802,4211.52248307857,4156.95849230116,4240.17017797554,4558.71267894172,4894.9427801376,4969.96132720374,4876.47964886483,5092.85165751678,4993.39431683528,5418.54061993935,5513.7544695252,5600.2143342846,5715.01041179003,5861.22200040503,5951.82876758606,6087.60193826927,5537.79547319377,5736.47883415154,6139.77788825006,6575.77541290499,7048.98952111264
Lao PDR,LAO,2005.50049410401,2033.58258303281,2088.02004083238,2152.2765966407,2267.78215521397,2368.05475182536,2473.77285753148,2589.20762864101,2642.56618699585,2786.52039703471,2899.01961879748,3015.63258480614,3143.22327579556,3282.9853971272,3441.16999706515,3630.55878769378,3881.53736632657,4112.25301659759,4367.162880257,4625.07173324518,4946.10563678173,5266.87866924206,5608.96956337059,5974.47368943414,6341.2122967032,6703.74124348885,7063.25545347926,7432.4596330485,7775.08574451883,8075.27502377003,7995.59502527818,8080.43553249923,8183.03286472653,8372.15591874407,8600.32454665553
Late-demographic dividend,LTE,6636.7162223126,6501.09244284713,6287.44677484458,6353.67885470655,6413.6565451267,6630.73925661132,6836.60819047894,7096.02927529084,7144.59803650808,7402.41037209862,7864.03619960507,8196.84392575356,8613.75478573297,9136.66916329752,9800.43914484418,10463.9419177705,11330.4161848783,12358.0232027632,13094.4138165822,13330.2590659531,14252.0920575578,15113.7976400253,15847.4359525401,16549.390178251,17214.913795953,17783.9583560237,18377.1004447058,19161.7250464442,20046.3548203081,20852.6820662767,20730.0606457786,22189.5949316763,22841.9944082023,23800.7463665794,24836.8204019414
Latin America & Caribbean,LCN,12426.2496443874,12604.2214382743,12735.4888976957,13103.5603890904,13570.512771126,13464.1591461771,13773.6502813817,14298.498128386,14501.8123620924,14364.2939331166,14663.6546985,14518.1473302931,14398.7921094693,14568.3460568585,15160.4924321455,15565.8223926843,16172.7101003788,16820.9527256224,17243.3263542645,16665.7968741583,17552.0359470296,18151.8345278753,18434.9424879763,18767.8746499488,18853.4078173274,18763.833651436,18551.8182749603,18745.5824358526,18894.209543149,18882.9520259096,17508.2430480342,18694.1407748025,19352.1819162164,19656.62856612,19959.4404021983
Latin America & Caribbean (excluding high income),LAC,12298.9851513022,12460.0534264415,12535.8803602005,12892.873380979,13358.376105516,13201.5571194316,13493.2074805862,13993.338739932,14165.3158643393,14010.2992320723,14299.5618282732,14121.5933031409,13988.1846615574,14139.2338125695,14694.9531267648,15084.7424351845,15675.9008565888,16311.1682916038,16724.7561246718,16140.5852729088,17032.6099507094,17610.0331633001,17842.8546285459,18162.5115754918,18233.0993212886,18119.0360664056,17878.5427855339,18061.8087308859,18164.4680971784,18111.5788705619,16785.1312499208,17874.2749394029,18478.2971735689,18750.3841957787,18989.832395945
Latin America & the Caribbean (IDA & IBRD countries),TLA,12391.4871908826,12568.2968812045,12691.7281872654,13054.5685672704,13517.8339653913,13396.9884886557,13704.6185223163,14224.2238128034,14414.2106393537,14257.5948497954,14550.0410517335,14382.8170707815,14258.3953599032,14430.8996310705,15004.4904040027,15420.9676754085,16038.9729823569,16697.3233162997,17129.6140109507,16551.7045424013,17449.5916792059,18056.5834827288,18341.5443171953,18677.765971933,18763.6344504265,18671.6756767233,18456.8539063598,18654.3301005222,18808.4937492869,18790.9528914649,17418.3129478853,18606.9346826624,19256.4973758813,19556.8117598203,19850.7687675066
Latvia,LVA,17508.7863191492,15376.090576901,10582.2070186664,10255.1413776101,10656.6087654394,10707.5149969006,11077.8618422597,12215.0151940189,13138.4012524255,13619.098799485,14554.2131724037,15695.906718153,17096.5594440255,18717.6675525538,20574.118201251,23213.3539355881,26431.8140222767,29423.7371235063,28726.9722869522,24520.6791475489,24119.7307848939,25308.7322074626,27496.5454583635,28375.1842887263,29243.7412502629,30599.6133134147,31668.5148442662,33036.3915943437,34729.7062763057,35208.1934590859,34225.8976044058,36912.0130602161,37718.7097958367,37277.7217221317,37611.6699359404
Least developed countries: UN classification,LDC,1950.76740960445,1935.20921193761,1890.20483186229,1831.60497342642,1792.32007201522,1845.54028175242,1899.5086189077,1949.65232269941,1975.61373566476,2008.37358981396,2047.42328358298,2099.60673957871,2163.36510672088,2225.86354845171,2320.00969809247,2438.34684459581,2554.75855087334,2689.03224335791,2804.89369502388,2865.13063673889,2978.17163123982,3056.23880519937,3134.14485975635,3238.92379095762,3350.11876930954,3441.66399456899,3522.91896139406,3620.75951852676,3718.46631552159,3825.14512737437,3739.0676637816,3754.2792879925,3853.83273030739,3892.8643306095,3958.13984826658
Lebanon,LBN,5345.51209718413,7828.17201077656,8924.15264553271,9695.31549182752,10294.812771264,10762.4426963776,11757.2824887935,11668.4006854372,11885.3072278409,11617.2497708538,11571.7326041085,11817.9305012844,12053.8341563826,12272.3440677497,12882.0757995163,13024.6648924956,13003.680803908,13941.5614244767,14955.1413563252,16264.3506182706,17390.7584012958,17353.1960845294,17323.3013764282,16396.4969302163,15205.873265402,14980.020515614,15572.3611739774,16128.5838196051,16290.0516478592,15659.5661040012,12507.4366368078,11599.7755083765,11474.7505845558,11330.2687387422,
Lesotho,LSO,1422.15056881284,1494.24032446777,1571.8270420314,1602.59633239095,1675.5977232422,1709.69433512939,1786.182290166,1837.69657049966,1856.69078488714,1860.70052178612,1932.15793223415,2004.03350215955,2024.78727304864,2127.37302160132,2178.66474674332,2275.01614419256,2381.02024562073,2470.31462127885,2589.16635854686,2538.19341751854,2651.37804898226,2749.31958166573,2894.22705048142,2914.37515966739,2930.61724036206,2986.95866729879,3057.26091568162,2924.68096193272,2846.41828124649,2773.28639887236,2517.11044486593,2544.78249551214,2577.54544127769,2595.82951058542,2640.28544552536
Liberia,LBR,1866.40548125833,1819.49785292522,1115.03770816852,718.683238814764,563.640361196647,534.809715165406,582.677982536092,1111.93760251371,1308.40568305294,1507.31470254594,1868.17975587618,1867.11910921753,1887.64601570733,1308.15090140274,1326.53565502695,1335.61728880785,1364.60347323709,1422.10019670004,1463.12408187297,1492.99817384053,1538.85083488512,1601.03374045996,1668.97289588776,1774.5205777394,1750.1438489328,1714.09047960464,1653.31050211233,1661.30290782171,1647.97443793846,1575.76665001238,1497.37692436272,1539.20892304674,1578.99837069175,1616.92373356695,1646.05861366601
Libya,LBY,18126.5869612606,20506.8762691578,19538.138704794,18434.641128465,18444.5133617859,17723.2679211029,17809.1519222171,18451.6998451345,17532.9261043755,17402.5683820479,17747.0188855832,17115.9888564264,16629.4364346005,18422.7336032405,18851.2039109963,20649.4624580172,21545.2986384419,22422.0117594762,21915.1976208274,20518.9642412838,21115.5259846154,10741.9206751908,20601.0026641,16557.500941665,12499.0829968523,12195.3486990421,11831.8257669559,15428.1164411854,16385.164476127,14337.1962987582,9978.66400110743,12641.5097714075,11450.0598552928,12476.5974944083,12583.8338726816
Lithuania,LTU,20586.227753241,19384.8179312258,15280.3886006381,12861.6949141098,11686.4386596094,12164.2037159996,12873.2007572979,14045.0045144544,15202.9118027933,15143.1937102939,15771.4269595328,16933.0225490496,18216.5452581272,20302.9848798403,21867.2861464791,23944.7019948719,26129.3392566938,29370.7739737176,30445.7809464936,26217.5449293891,26887.4913057701,29240.7487851392,30920.330402208,32474.6413533554,33975.0843756963,35251.2986931775,36618.1468417838,38774.4892011822,41019.7901632878,43062.3228425315,43091.7973723526,45873.5273239486,46651.2145810247,46159.7081733083,47165.3665643051
Low & middle income,LMY,4469.29824709104,4470.10258762682,4536.61797733543,4622.68930133428,4715.48499930756,4832.23893144885,5029.66698636905,5199.89349902072,5262.66460025529,5370.8064272137,5569.76197576612,5685.4063144974,5862.97360394641,6112.94669834587,6481.69218490555,6835.94830101017,7264.93868436155,7757.66589586237,8067.1550087492,8245.88562171389,8764.71490671499,9164.42860437342,9500.78675497314,9872.08804408263,10227.536320164,10563.4388345335,10932.0296919606,11355.2499906619,11765.0267871468,12091.285538115,11746.7596171453,12449.4134388469,12853.4642681799,13367.5334663071,13825.5005653101
Luxembourg,LUX,81450.5724064059,87313.7176181066,87729.3985979581,90195.6629009997,92375.3588075139,92391.3398625545,92416.5186640698,96211.7308040367,101364.675334086,108180.402740212,114141.585295622,116258.426812926,118757.530526236,120396.257843179,123720.261499488,124866.858810412,130284.96750238,138677.965491876,135812.22230327,129002.240187517,131432.059616316,129885.369760706,128895.405145048,129945.453783621,130247.661687069,130097.2561798,133661.649729132,132169.834045368,131733.8846493,132724.752743888,129865.629988164,136772.443753292,132570.826463419,130048.92038753,128475.279802738
"Macao SAR, China",MAC,55300.7442649888,54602.0544901621,58652.7899194928,59589.975909516,60120.6582440409,60205.7086394147,59115.2336138336,58639.5250296819,55296.5007644986,53348.0126915655,55994.760697993,57173.8590987063,61625.9560068114,67994.777526459,84004.4558061302,87185.5254441553,93828.3198758417,102879.639164559,102474.668562926,104911.140336462,130758.2806979,155385.324208541,164239.261923457,174569.523171267,162813.439348589,123194.067291275,120530.052858314,133322.632677744,139541.157248769,133453.896026037,59662.4855864551,73374.4486829589,59921.441691873,104815.20003062,111693.502831434
Madagascar,MDG,1968.27239771424,1789.84169366249,1757.29459775259,1740.29513594203,1686.34190833351,1661.27062467061,1643.32579628891,1649.44809006306,1658.88849253066,1681.35933226493,1701.44320253582,1748.50350929178,1486.43429741771,1584.74925232364,1620.11953793293,1648.17631554009,1686.86335460016,1731.61751794976,1794.40235887329,1673.15551466723,1635.24511473059,1614.55137773785,1617.79082882481,1610.6023078966,1620.357889066,1627.5806134224,1648.91226979296,1669.72764267278,1678.78623269491,1707.83153830039,1545.72714379204,1577.43246056529,1602.71368352337,1629.46097248642,1657.04970622969
Malawi,MWI,1047.46436351132,1104.3904622212,994.036504790471,1074.58485213269,975.849640143399,1140.75609365079,1200.32058232422,1221.09404555353,1241.52433181826,1249.77523298871,1239.39174838676,1149.58039601898,1140.84274642418,1176.12385998737,1208.2196975075,1214.7426419188,1237.27386519947,1318.33196397214,1378.42886690465,1449.72601522136,1504.37514113215,1533.22889572405,1518.14803849238,1555.50607410511,1597.56484331405,1597.69145324855,1593.59549264808,1613.0593571462,1638.91665761076,1687.28944917892,1656.43985192533,1687.59358179651,1659.95933825168,1649.29873234551,1634.24660266597
Malaysia,MYS,12013.6969483112,12795.0498964228,13567.8936121181,14533.790397007,15474.0144648307,16568.5160590209,17771.7118795056,18604.514527465,16817.1719190401,17428.6256563043,18532.9096706227,18186.4411330146,18708.8694877279,19329.0062757538,20168.5062099425,20767.5857243346,21444.4857715028,22305.118263117,22898.0027575442,22106.6417311801,23307.9698543785,24115.8181203958,25006.3587781537,25736.3525554142,26818.4317281659,27699.6278860387,28425.3707609412,29551.5457597197,30459.9655338061,31300.5086554849,29200.452632127,29822.8491831618,32129.2217820113,32857.6676600774,34116.2317848885
Maldives,MDV,8945.80478665277,8799.25510927462,9120.9918309279,9378.52243653043,9866.07502836993,10894.1730236585,11495.0988639063,12210.9687208916,12884.7223193763,13449.2026730153,13738.2809408875,12977.9990665612,13689.8065561949,15316.1192814998,15958.6557759464,13942.8753891662,16829.9768208157,17439.9504862625,18344.4866455436,16230.0089361263,16730.0144200167,17581.7676697752,17390.1474995422,17986.8907361645,18765.3592118344,18829.4481529112,19345.1792343541,20036.7165354949,21072.5805249694,21855.501224579,14242.9750701162,19052.6224904311,21357.8112511153,22333.0477138175,23034.4098404839
Mali,MLI,1890.50212991263,2087.9190293987,1942.72857142808,1985.38064863365,2051.75478430683,2022.4037826787,2105.2753013378,2142.78769298746,2228.20055528486,2269.08741153512,2187.71894209604,2458.46155672294,2455.61935704114,2611.8368553004,2565.97744562534,2546.33281406377,2555.07476259654,2515.94692367878,2523.1996127255,2575.54549773621,2632.26468220172,2623.34627008963,2520.52931087437,2528.53006767058,2609.16733048758,2686.56065074588,2759.11051294151,2816.194239022,2862.40728989634,2916.17167790759,2796.41038444894,2796.22793795433,2813.81095962843,2860.42819002278,2916.18529537154
Malta,MLT,18207.4283499214,18832.1301983511,19513.1848222048,20184.9137245386,21127.0635086524,22310.9631982103,23002.2111964815,24028.8942855753,25096.8746137924,26126.0896690455,31066.9228903221,30600.9719457901,31206.2716762932,32146.6801842336,32061.5717383591,32775.7490182242,33419.4710514467,34980.4009462349,36286.3762693845,35511.3563931618,37527.338314073,37739.4436925333,38935.700353788,40919.7945400628,43161.5419815161,46170.1721772127,46965.601581458,51626.3473049783,53417.0154946227,53391.4373856091,50387.8220368582,56852.3218512267,56841.958125813,60418.3949311068,62700.4942180461
Marshall Islands,MHL,3905.58584891503,3828.46355230266,4029.34125092657,4207.40977456892,4396.91464876183,4703.43305447938,4174.81392158106,3867.34286781701,3805.88691498835,3718.81112086275,3772.2158024995,4000.73051185181,4121.83964555336,4040.65511934983,4012.3445001608,4075.1586476742,4075.57643179743,4222.41292273556,3903.30558742877,4047.22680617884,4269.35843273854,4259.11601606604,4244.04434413749,4469.85358401607,4491.99193864536,4670.10918243675,4896.52195460777,5199.3444796298,5635.30750426868,6405.07564930525,6417.18441217728,6767.95785510528,6936.86510911803,6801.61469241924,7209.26654997536
Mauritania,MRT,5519.61033643387,5456.55576032365,5350.1180367309,5439.82228766957,5097.20839032237,5446.26956105444,5650.3411811269,5302.3666333722,5310.15819138341,5359.98881996232,5008.60806690014,4847.41086088566,4806.89853417166,5023.65213424467,5139.22552002451,5445.82951227718,6284.70209025296,6002.77832165174,5813.35608368305,5639.78745018612,5605.76388754436,5653.21719956693,5716.25195328296,5769.72870835599,5837.8520312229,5969.54239339806,5866.28144759405,6050.62180273825,6153.63790295218,6162.21044512087,5963.23549793488,5836.56580821897,6053.26178155509,6276.47521079359,6482.69016724334
Mauritius,MUS,9058.66650192375,9358.88578338005,9838.10232774766,10216.2423835678,10490.888540896,10847.0307453987,11336.6041686972,11832.2877924531,12419.4673726952,12582.7521544356,13481.7540541745,13823.4171391048,13949.4742923184,14669.5001844577,15209.0164267817,15387.9807842254,16061.6030030396,16904.2745171796,17750.5936228988,18290.4070077862,19045.6542832867,19790.5300586052,20425.707017688,21061.0293432869,21827.4802326052,22603.0885218714,23460.0011516323,24361.8758542058,25324.1785958124,26047.9753573284,22258.3868106268,23010.2013826905,25085.9891959451,26635.0124048697,28011.1579806299
Mexico,MEX,17169.5925840496,17511.7313092808,17796.4059642863,17970.5871849494,18422.819927556,17028.1215003697,17775.8727869147,18737.6426443231,19573.0654539328,19793.2852841045,20470.4937646148,20078.2183908739,19744.7933653416,19701.4633876569,20127.2242847772,20277.2552818503,20965.8256074046,21102.2688314629,20992.5602618229,19385.5437230088,20058.3854859755,20457.6001664624,20898.9357195292,20805.3480411912,21069.7661649129,21408.9283201493,21578.2633554092,21777.5225111982,21997.7730167472,21704.1859494071,19728.4817823158,20782.5877417545,21391.8573692427,21917.24858366,22039.6287019016
